Crime type,Easting,Northing
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Violent crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Violent crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Violent crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Violent crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Violent crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Anti-social behaviour,359121,173451
Anti-social behaviour,359121,173451
Anti-social behaviour,359121,173451
Anti-social behaviour,359121,173451
Anti-social behaviour,359121,173451
Anti-social behaviour,359121,173451
Anti-social behaviour,359121,173451
Anti-social behaviour,359121,173451
Anti-social behaviour,359121,173451
Anti-social behaviour,359121,173451
Anti-social behaviour,359121,173451
Anti-social behaviour,359121,173451
Anti-social behaviour,359121,173451
Anti-social behaviour,335740,161566
Violent crime,366792,188631
Other crime,366792,188631
Other crime,366792,188631
Anti-social behaviour,366792,188631
Violent crime,336060,163451
Anti-social behaviour,367317,181182
Other crime,356935,173129
Anti-social behaviour,356935,173129
Other crime,335573,162822
Other crime,335573,162822
Anti-social behaviour,335573,162822
Anti-social behaviour,335573,162822
Anti-social behaviour,335573,162822
Anti-social behaviour,335573,162822
Anti-social behaviour,335573,162822
Other crime,335837,114100
Anti-social behaviour,380175,153849
Violent crime,357746,171333
Violent crime,366648,176221
Other crime,366767,188293
Other crime,373450,163457
Other crime,373450,163457
Anti-social behaviour,373450,163457
Other crime,346623,175667
Anti-social behaviour,346623,175667
Other crime,332000,158795
Violent crime,296848,146212
Other crime,365057,173971
Anti-social behaviour,365057,173971
Violent crime,361289,170103
Violent crime,361289,170103
Violent crime,354973,176478
Violent crime,354973,176478
Anti-social behaviour,366399,175047
Other crime,363706,190170
Other crime,363706,190170
Anti-social behaviour,363706,190170
Anti-social behaviour,363706,190170
Other crime,349593,163074
Anti-social behaviour,353187,177068
Anti-social behaviour,353187,177068
Anti-social behaviour,353187,177068
Anti-social behaviour,353187,177068
Anti-social behaviour,367483,181051
Other crime,349124,137996
Burglary,349124,137996
Other crime,349124,137996
Other crime,307212,143211
Anti-social behaviour,307212,143211
Anti-social behaviour,307212,143211
Anti-social behaviour,307212,143211
Burglary,364034,175413
Vehicle crime,364034,175413
Burglary,364034,175413
Anti-social behaviour,335593,162903
Violent crime,368690,167072
Other crime,368690,167072
Anti-social behaviour,368690,167072
Anti-social behaviour,324039,126427
Anti-social behaviour,366523,174930
Anti-social behaviour,366523,174930
Anti-social behaviour,366523,174930
Anti-social behaviour,366523,174930
Anti-social behaviour,366523,174930
Vehicle crime,332855,158338
Burglary,360433,170323
Anti-social behaviour,343114,154569
Anti-social behaviour,362272,172911
Burglary,363943,178752
Burglary,363943,178752
Violent crime,352983,158162
Other crime,368871,154817
Violent crime,368871,154817
Anti-social behaviour,368871,154817
Other crime,363882,188036
Anti-social behaviour,363882,188036
Other crime,348674,128518
Anti-social behaviour,348674,128518
Violent crime,365239,174611
Other crime,362884,180660
Anti-social behaviour,373054,166722
Anti-social behaviour,373054,166722
Other crime,334969,162668
Other crime,312681,120148
Other crime,312681,120148
Anti-social behaviour,312681,120148
Other crime,348035,137149
Violent crime,348035,137149
Anti-social behaviour,348035,137149
Anti-social behaviour,348035,137149
Anti-social behaviour,348035,137149
Other crime,370518,182775
Other crime,361712,181703
Anti-social behaviour,361712,181703
Anti-social behaviour,361304,167752
Anti-social behaviour,361304,167752
Anti-social behaviour,352697,175618
Anti-social behaviour,352697,175618
Anti-social behaviour,352697,175618
Other crime,333797,154362
Other crime,323395,124488
Other crime,323395,124488
Anti-social behaviour,359429,175717
Burglary,354421,170259
Other crime,364074,175239
Burglary,361477,170823
Anti-social behaviour,360407,178241
Anti-social behaviour,373867,164112
Other crime,352106,178729
Anti-social behaviour,352106,178729
Vehicle crime,367648,172784
Anti-social behaviour,366861,177622
Anti-social behaviour,366861,177622
Anti-social behaviour,366861,177622
Other crime,359096,172745
Other crime,359096,172745
Vehicle crime,359096,172745
Other crime,359096,172745
Other crime,359096,172745
Violent crime,375302,165834
Anti-social behaviour,375302,165834
Anti-social behaviour,375302,165834
Anti-social behaviour,359899,174075
Other crime,322595,125568
Anti-social behaviour,322595,125568
Anti-social behaviour,322595,125568
Burglary,331680,137695
Other crime,331680,137695
Vehicle crime,331680,137695
Anti-social behaviour,344596,109250
Anti-social behaviour,336574,162492
Anti-social behaviour,336574,162492
Other crime,374489,164323
Other crime,374489,164323
Vehicle crime,331562,158592
Anti-social behaviour,331562,158592
Burglary,363491,188206
Burglary,363491,188206
Other crime,363491,188206
Anti-social behaviour,363491,188206
Anti-social behaviour,363491,188206
Violent crime,331295,137439
Burglary,332747,109718
Other crime,330963,148262
Anti-social behaviour,330963,148262
Anti-social behaviour,330963,148262
Anti-social behaviour,330963,148262
Anti-social behaviour,330963,148262
Violent crime,371123,182434
Anti-social behaviour,371123,182434
Anti-social behaviour,371123,182434
Anti-social behaviour,371123,182434
Anti-social behaviour,371123,182434
Anti-social behaviour,371123,182434
Anti-social behaviour,371123,182434
Anti-social behaviour,371123,182434
Vehicle crime,353844,117466
Other crime,371411,128287
Anti-social behaviour,360805,177206
Other crime,350413,139162
Other crime,364148,175629
Other crime,364148,175629
Burglary,364148,175629
Violent crime,364148,175629
Violent crime,364148,175629
Anti-social behaviour,364148,175629
Other crime,359144,172579
Other crime,359144,172579
Other crime,359144,172579
Other crime,359144,172579
Violent crime,359144,172579
Violent crime,359144,172579
Robbery,359144,172579
Other crime,349629,119187
Anti-social behaviour,349629,119187
Burglary,362005,174127
Other crime,366161,173794
Burglary,361510,168423
Violent crime,347081,171959
Anti-social behaviour,347081,171959
Anti-social behaviour,359251,177292
Other crime,361015,168228
Violent crime,361015,168228
Burglary,361015,168228
Anti-social behaviour,361015,168228
Burglary,359180,170654
Anti-social behaviour,359180,170654
Anti-social behaviour,359180,170654
Anti-social behaviour,359180,170654
Violent crime,361862,143811
Anti-social behaviour,361862,143811
Anti-social behaviour,361862,143811
Other crime,333802,162634
Violent crime,353755,116043
Anti-social behaviour,353755,116043
Anti-social behaviour,353755,116043
Violent crime,363113,174930
Anti-social behaviour,363113,174930
Anti-social behaviour,363113,174930
Anti-social behaviour,363113,174930
Other crime,372177,173656
Other crime,372177,173656
Other crime,325745,139785
Anti-social behaviour,325745,139785
Anti-social behaviour,325745,139785
Burglary,312813,121660
Violent crime,312813,121660
Anti-social behaviour,355332,145896
Anti-social behaviour,355332,145896
Anti-social behaviour,363322,132403
Violent crime,360017,177629
Anti-social behaviour,360017,177629
Anti-social behaviour,360017,177629
Other crime,359661,169850
Other crime,359661,169850
Violent crime,359661,169850
Anti-social behaviour,359661,169850
Anti-social behaviour,336304,163024
Other crime,359472,176288
Other crime,359234,167566
Burglary,359234,167566
Anti-social behaviour,359234,167566
Anti-social behaviour,333196,158249
Burglary,331603,108685
Anti-social behaviour,331603,108685
Anti-social behaviour,331603,108685
Anti-social behaviour,366898,172356
Anti-social behaviour,366898,172356
Other crime,322487,124458
Burglary,322487,124458
Other crime,322487,124458
Anti-social behaviour,322487,124458
Burglary,377947,146838
Burglary,362393,143619
Other crime,362393,143619
Anti-social behaviour,359707,183872
Violent crime,361717,143406
Violent crime,361717,143406
Violent crime,361717,143406
Violent crime,361717,143406
Violent crime,361717,143406
Anti-social behaviour,361717,143406
Anti-social behaviour,361717,143406
Other crime,347937,136138
Other crime,347937,136138
Other crime,297055,145692
Vehicle crime,297055,145692
Anti-social behaviour,336521,164150
Violent crime,359300,169891
Other crime,359300,169891
Other crime,359300,169891
Anti-social behaviour,357531,170520
Other crime,363062,143023
Violent crime,363062,143023
Anti-social behaviour,363062,143023
Other crime,358951,170054
Burglary,357283,179530
Anti-social behaviour,357283,179530
Vehicle crime,357372,179436
Other crime,362529,180061
Other crime,363699,175178
Other crime,331460,147516
Other crime,297294,146161
Anti-social behaviour,335794,161557
Anti-social behaviour,335794,161557
Anti-social behaviour,362127,177547
Anti-social behaviour,377668,173886
Vehicle crime,363163,182471
Vehicle crime,363163,182471
Other crime,363163,182471
Other crime,363163,182471
Anti-social behaviour,363163,182471
Burglary,362116,175996
Violent crime,336079,162983
Vehicle crime,325010,124635
Burglary,360162,174770
Other crime,365029,168928
Other crime,365029,168928
Anti-social behaviour,365029,168928
Other crime,367564,171544
Burglary,367564,171544
Other crime,367564,171544
Other crime,367564,171544
Anti-social behaviour,367564,171544
Other crime,332590,161281
Other crime,332590,161281
Burglary,332590,161281
Robbery,332590,161281
Anti-social behaviour,332590,161281
Anti-social behaviour,332590,161281
Burglary,355912,179408
Other crime,323398,124330
Anti-social behaviour,323398,124330
Other crime,332607,161992
Burglary,332607,161992
Violent crime,332607,161992
Anti-social behaviour,332607,161992
Other crime,359707,169730
Violent crime,359707,169730
Anti-social behaviour,359707,169730
Other crime,357855,173234
Other crime,357855,173234
Other crime,357855,173234
Other crime,357855,173234
Other crime,357855,173234
Violent crime,357855,173234
Violent crime,357855,173234
Violent crime,357855,173234
Other crime,357855,173234
Other crime,357855,173234
Violent crime,357855,173234
Other crime,357855,173234
Other crime,357855,173234
Anti-social behaviour,357855,173234
Anti-social behaviour,357855,173234
Anti-social behaviour,357855,173234
Anti-social behaviour,357855,173234
Anti-social behaviour,357855,173234
Anti-social behaviour,357855,173234
Anti-social behaviour,357855,173234
Anti-social behaviour,357855,173234
Anti-social behaviour,357855,173234
Anti-social behaviour,357855,173234
Anti-social behaviour,357855,173234
Anti-social behaviour,357855,173234
Anti-social behaviour,357855,173234
Anti-social behaviour,357855,173234
Anti-social behaviour,357855,173234
Other crime,313339,120230
Vehicle crime,365076,173898
Anti-social behaviour,365076,173898
Anti-social behaviour,331175,162351
Other crime,346506,170132
Burglary,323534,124417
Violent crime,377280,148236
Anti-social behaviour,377280,148236
Anti-social behaviour,377280,148236
Anti-social behaviour,377280,148236
Anti-social behaviour,377280,148236
Other crime,377374,148212
Anti-social behaviour,377374,148212
Other crime,329355,137870
Vehicle crime,297774,146223
Violent crime,297774,146223
Other crime,297774,146223
Other crime,297774,146223
Other crime,297774,146223
Violent crime,297774,146223
Violent crime,297774,146223
Violent crime,297774,146223
Other crime,297774,146223
Violent crime,297774,146223
Other crime,297774,146223
Violent crime,297774,146223
Burglary,297774,146223
Violent crime,297774,146223
Violent crime,297774,146223
Violent crime,297774,146223
Anti-social behaviour,297774,146223
Anti-social behaviour,297774,146223
Anti-social behaviour,297774,146223
Burglary,322395,126547
Anti-social behaviour,322395,126547
