Crime type,Easting,Northing
Violent crime,330679,149190
Burglary,330679,149190
Other crime,352511,129634
Anti-social behaviour,361257,169263
Burglary,359171,170064
Anti-social behaviour,359171,170064
Other crime,333091,159378
Other crime,333091,159378
Other crime,344728,141643
Violent crime,376450,148496
Anti-social behaviour,357030,146581
Vehicle crime,362479,174599
Anti-social behaviour,354186,177720
Anti-social behaviour,354186,177720
Other crime,353669,173727
Violent crime,331283,161851
Anti-social behaviour,331283,161851
Anti-social behaviour,331283,161851
Anti-social behaviour,331283,161851
Anti-social behaviour,331283,161851
Other crime,343445,121225
Other crime,343354,154374
Other crime,343354,154374
Other crime,343354,154374
Burglary,343354,154374
Other crime,331517,161873
Other crime,331517,161873
Violent crime,331517,161873
Violent crime,331517,161873
Violent crime,331517,161873
Anti-social behaviour,331517,161873
Anti-social behaviour,331517,161873
Anti-social behaviour,331517,161873
Anti-social behaviour,331517,161873
Violent crime,354747,178532
Other crime,359951,171438
Anti-social behaviour,359951,171438
Burglary,360770,168479
Anti-social behaviour,345956,152618
Burglary,331945,136877
Anti-social behaviour,378755,149253
Anti-social behaviour,333533,161422
Other crime,331882,147239
Other crime,331882,147239
Violent crime,331882,147239
Vehicle crime,331882,147239
Violent crime,331882,147239
Anti-social behaviour,331882,147239
Anti-social behaviour,331882,147239
Anti-social behaviour,331882,147239
Anti-social behaviour,331882,147239
Anti-social behaviour,331882,147239
Anti-social behaviour,331882,147239
Anti-social behaviour,331882,147239
Anti-social behaviour,331882,147239
Anti-social behaviour,331882,147239
Anti-social behaviour,331882,147239
Anti-social behaviour,331882,147239
Anti-social behaviour,331882,147239
Violent crime,364242,189615
Anti-social behaviour,364242,189615
Anti-social behaviour,362338,168439
Other crime,335965,163550
Other crime,323038,127108
Violent crime,323038,127108
Other crime,323038,127108
Anti-social behaviour,323038,127108
Anti-social behaviour,323038,127108
Anti-social behaviour,346553,177207
Anti-social behaviour,346553,177207
Anti-social behaviour,346553,177207
Anti-social behaviour,346553,177207
Anti-social behaviour,361865,173804
Anti-social behaviour,352381,113124
Violent crime,362351,175092
Other crime,362351,175092
Other crime,362351,175092
Vehicle crime,334357,133742
Other crime,334357,133742
Anti-social behaviour,334357,133742
Anti-social behaviour,357986,177641
Anti-social behaviour,357986,177641
Anti-social behaviour,357986,177641
Anti-social behaviour,357986,177641
Anti-social behaviour,357986,177641
Anti-social behaviour,357986,177641
Anti-social behaviour,357986,177641
Anti-social behaviour,357986,177641
Other crime,359809,173357
Vehicle crime,359809,173357
Anti-social behaviour,359809,173357
Anti-social behaviour,359809,173357
Anti-social behaviour,359809,173357
Anti-social behaviour,359809,173357
Anti-social behaviour,359809,173357
Other crime,323963,124984
Anti-social behaviour,323963,124984
Anti-social behaviour,323963,124984
Other crime,323883,124980
Anti-social behaviour,323883,124980
Anti-social behaviour,323883,124980
Anti-social behaviour,323883,124980
Anti-social behaviour,323883,124980
Anti-social behaviour,323883,124980
Anti-social behaviour,323883,124980
Anti-social behaviour,323883,124980
Burglary,363103,175937
Anti-social behaviour,350282,138976
Anti-social behaviour,350282,138976
Burglary,357008,177247
Other crime,357008,177247
Other crime,357008,177247
Anti-social behaviour,357008,177247
Other crime,359061,167381
Anti-social behaviour,353801,170050
Other crime,363978,176558
Other crime,363978,176558
Other crime,363978,176558
Anti-social behaviour,363978,176558
Anti-social behaviour,363978,176558
Anti-social behaviour,363978,176558
Anti-social behaviour,363978,176558
Anti-social behaviour,363978,176558
Anti-social behaviour,363978,176558
Anti-social behaviour,363978,176558
Anti-social behaviour,371285,183223
Violent crime,360295,174731
Violent crime,361274,173114
Other crime,312478,120150
Other crime,332309,162055
Anti-social behaviour,332309,162055
Anti-social behaviour,349782,139309
Anti-social behaviour,360731,177114
Anti-social behaviour,360731,177114
Anti-social behaviour,360731,177114
Anti-social behaviour,360731,177114
Anti-social behaviour,360731,177114
Anti-social behaviour,361361,170154
Anti-social behaviour,361361,170154
Anti-social behaviour,361361,170154
Anti-social behaviour,361361,170154
Other crime,372815,163958
Burglary,319997,126956
Burglary,319997,126956
Violent crime,319997,126956
Anti-social behaviour,319997,126956
Anti-social behaviour,319997,126956
Anti-social behaviour,319997,126956
Anti-social behaviour,319997,126956
Violent crime,365297,173206
Other crime,358590,169088
Other crime,358590,169088
Violent crime,358590,169088
Anti-social behaviour,356393,170348
Anti-social behaviour,344206,108883
Anti-social behaviour,344191,108939
Violent crime,346508,126171
Violent crime,361931,172440
Violent crime,361931,172440
Anti-social behaviour,361931,172440
Other crime,361923,172077
Vehicle crime,361923,172077
Violent crime,361923,172077
Violent crime,361923,172077
Other crime,361923,172077
Anti-social behaviour,361923,172077
Anti-social behaviour,362533,172934
Other crime,364792,174806
Other crime,364792,174806
Anti-social behaviour,364792,174806
Anti-social behaviour,364792,174806
Anti-social behaviour,367374,158858
Anti-social behaviour,374832,165780
Burglary,374137,167143
Other crime,364785,174766
Other crime,364785,174766
Burglary,364785,174766
Violent crime,360503,173998
Other crime,360503,173998
Vehicle crime,360503,173998
Other crime,360503,173998
Violent crime,360503,173998
Violent crime,360503,173998
Violent crime,360503,173998
Other crime,360503,173998
Other crime,360503,173998
Violent crime,360503,173998
Other crime,360503,173998
Violent crime,360503,173998
Anti-social behaviour,360503,173998
Anti-social behaviour,360503,173998
Anti-social behaviour,360503,173998
Anti-social behaviour,360503,173998
Anti-social behaviour,360503,173998
Anti-social behaviour,365489,173650
Robbery,373079,164478
Violent crime,373079,164478
Violent crime,373079,164478
Anti-social behaviour,373079,164478
Other crime,367168,158939
Other crime,371389,128530
Anti-social behaviour,371389,128530
Other crime,365648,171537
Other crime,365648,171537
Anti-social behaviour,335643,162357
Other crime,331909,137527
Anti-social behaviour,331909,137527
Other crime,324723,123627
Anti-social behaviour,324723,123627
Anti-social behaviour,324723,123627
Anti-social behaviour,359381,181262
Other crime,371527,183728
Other crime,371527,183728
Anti-social behaviour,371527,183728
Anti-social behaviour,371527,183728
Other crime,376034,166688
Anti-social behaviour,353730,117447
Anti-social behaviour,353730,117447
Anti-social behaviour,353730,117447
Anti-social behaviour,353730,117447
Anti-social behaviour,353730,117447
Anti-social behaviour,353730,117447
Other crime,360078,178041
Anti-social behaviour,360078,178041
Other crime,364696,190488
Anti-social behaviour,353917,117300
Anti-social behaviour,353917,117300
Anti-social behaviour,353917,117300
Anti-social behaviour,353917,117300
Violent crime,307942,141607
Anti-social behaviour,307942,141607
Anti-social behaviour,358374,168145
Anti-social behaviour,358374,168145
Burglary,363752,174405
Anti-social behaviour,332071,158619
Violent crime,365014,156471
Other crime,364908,173668
Other crime,364908,173668
Other crime,364835,190411
Anti-social behaviour,321088,124420
Violent crime,365488,172889
Burglary,365488,172889
Other crime,346236,120392
Anti-social behaviour,346236,120392
Other crime,361186,180750
Other crime,361186,180750
Other crime,361186,180750
Other crime,361186,180750
Other crime,361186,180750
Anti-social behaviour,361186,180750
Anti-social behaviour,361186,180750
Other crime,359953,173476
Robbery,359953,173476
Violent crime,359953,173476
Other crime,359953,173476
Violent crime,359953,173476
Violent crime,359953,173476
Violent crime,359953,173476
Violent crime,359953,173476
Other crime,359953,173476
Other crime,359953,173476
Other crime,359953,173476
Other crime,359953,173476
Other crime,359953,173476
Violent crime,359953,173476
Violent crime,359953,173476
Other crime,359953,173476
Other crime,359953,173476
Other crime,359953,173476
Other crime,359953,173476
Vehicle crime,359953,173476
Violent crime,359953,173476
Violent crime,359953,173476
Violent crime,359953,173476
Anti-social behaviour,359953,173476
Anti-social behaviour,359953,173476
Anti-social behaviour,359953,173476
Anti-social behaviour,359953,173476
Anti-social behaviour,359953,173476
Anti-social behaviour,359953,173476
Vehicle crime,361107,177990
Anti-social behaviour,361107,177990
Anti-social behaviour,361107,177990
Anti-social behaviour,361107,177990
Anti-social behaviour,321318,126658
Anti-social behaviour,371517,182689
Anti-social behaviour,366329,174963
Other crime,369855,182795
Other crime,369855,182795
Other crime,369855,182795
Other crime,369855,182795
Other crime,371623,128215
Anti-social behaviour,371623,128215
Violent crime,360530,173441
Other crime,360530,173441
Anti-social behaviour,360530,173441
Anti-social behaviour,360530,173441
Anti-social behaviour,360530,173441
Burglary,370294,127734
Other crime,335399,162804
Other crime,335399,162804
Other crime,335399,162804
Burglary,335399,162804
Anti-social behaviour,335399,162804
Anti-social behaviour,335399,162804
Anti-social behaviour,335399,162804
Burglary,360328,187120
Anti-social behaviour,324989,125386
Anti-social behaviour,324989,125386
Anti-social behaviour,324989,125386
Other crime,325109,125089
Anti-social behaviour,325109,125089
Vehicle crime,321940,129614
Vehicle crime,321940,129614
Other crime,340302,171920
Vehicle crime,360238,167432
Other crime,376709,148306
Anti-social behaviour,376709,148306
Violent crime,364156,175780
Anti-social behaviour,364156,175780
Other crime,359757,181595
Other crime,367665,172349
Violent crime,346384,176346
Anti-social behaviour,346384,176346
Burglary,331070,136821
Anti-social behaviour,331070,136821
Anti-social behaviour,331070,136821
Anti-social behaviour,331070,136821
Other crime,348404,128862
Violent crime,348404,128862
Violent crime,362074,143695
Anti-social behaviour,362074,143695
Anti-social behaviour,354741,116593
Vehicle crime,364725,175181
Anti-social behaviour,364725,175181
Anti-social behaviour,362634,172394
Anti-social behaviour,323784,126902
Anti-social behaviour,348436,136308
Vehicle crime,368754,147237
Other crime,347048,177236
Anti-social behaviour,347048,177236
Other crime,333152,157817
Anti-social behaviour,333152,157817
Burglary,360981,170803
Anti-social behaviour,345755,170176
Other crime,358874,169767
Burglary,358874,169767
Anti-social behaviour,358874,169767
Burglary,361017,174191
Other crime,361017,174191
Anti-social behaviour,361017,174191
Other crime,361501,173402
Vehicle crime,377400,148908
Anti-social behaviour,377400,148908
Anti-social behaviour,377400,148908
Anti-social behaviour,322204,125798
Anti-social behaviour,322204,125798
Burglary,315811,130024
Anti-social behaviour,315811,130024
Anti-social behaviour,353981,145947
Anti-social behaviour,353981,145947
Other crime,378037,149324
Violent crime,361714,173394
Other crime,358724,173299
Burglary,358724,173299
Burglary,358724,173299
Other crime,358724,173299
Anti-social behaviour,358724,173299
Anti-social behaviour,358724,173299
Anti-social behaviour,358724,173299
Violent crime,357486,169825
Vehicle crime,357486,169825
Other crime,357486,169825
Violent crime,357486,169825
Violent crime,357486,169825
Other crime,357486,169825
Anti-social behaviour,357486,169825
Other crime,365435,181178
Violent crime,323795,124891
Other crime,323795,124891
Other crime,323795,124891
Anti-social behaviour,323795,124891
Anti-social behaviour,323823,124902
Other crime,356749,167813
Anti-social behaviour,356749,167813
Anti-social behaviour,377993,148985
Anti-social behaviour,331850,137690
Other crime,330567,136924
Anti-social behaviour,330567,136924
Anti-social behaviour,330567,136924
Anti-social behaviour,330567,136924
Anti-social behaviour,330567,136924
Anti-social behaviour,330567,136924
Anti-social behaviour,330567,136924
Anti-social behaviour,330567,136924
Anti-social behaviour,330567,136924
Anti-social behaviour,330567,136924
Anti-social behaviour,330567,136924
Anti-social behaviour,330567,136924
Anti-social behaviour,343696,116970
Anti-social behaviour,336235,164304
Anti-social behaviour,336235,164304
Burglary,361286,173685
Anti-social behaviour,372507,181607
Violent crime,372500,181748
Anti-social behaviour,352374,116923
Anti-social behaviour,295567,146314
Other crime,357803,179103
Burglary,357803,179103
Anti-social behaviour,357803,179103
Other crime,324275,123613
Anti-social behaviour,371994,183757
Vehicle crime,375744,164669
Vehicle crime,375744,164669
Other crime,375744,164669
Anti-social behaviour,375744,164669
Other crime,361989,179003
Other crime,361989,179003
Other crime,357969,172552
Anti-social behaviour,357969,172552
Anti-social behaviour,357969,172552
Anti-social behaviour,357969,172552
Violent crime,354117,114943
Vehicle crime,331868,136885
Anti-social behaviour,330235,135179
Anti-social behaviour,364392,167875
Anti-social behaviour,360758,173165
Anti-social behaviour,333715,161542
Anti-social behaviour,333715,161542
Anti-social behaviour,333715,161542
Anti-social behaviour,333715,161542
Other crime,363497,174734
Anti-social behaviour,322179,125165
Other crime,357989,175638
Violent crime,357989,175638
Violent crime,357989,175638
Anti-social behaviour,357989,175638
Other crime,354842,116187
Anti-social behaviour,344850,175760
Burglary,356528,117099
Anti-social behaviour,356528,117099
Other crime,329913,137954
Other crime,329913,137954
Other crime,329913,137954
Other crime,329913,137954
Other crime,329913,137954
Other crime,329913,137954
Anti-social behaviour,329913,137954
Anti-social behaviour,329913,137954
Other crime,347536,170852
Vehicle crime,330002,151289
Anti-social behaviour,330002,151289
Anti-social behaviour,330002,151289
Anti-social behaviour,330002,151289
Anti-social behaviour,330002,151289
Anti-social behaviour,331299,158619
Violent crime,372091,164411
Other crime,372091,164411
Violent crime,372091,164411
Violent crime,372091,164411
Violent crime,372091,164411
Other crime,372091,164411
Other crime,372091,164411
Anti-social behaviour,372091,164411
Other crime,360567,176810
Anti-social behaviour,335096,162077
Other crime,362582,136108
Other crime,362582,136108
Other crime,360190,169282
Anti-social behaviour,360190,169282
Anti-social behaviour,345160,157491
Other crime,324398,124381
Violent crime,324398,124381
Anti-social behaviour,324398,124381
Anti-social behaviour,336048,113952
Anti-social behaviour,336048,113952
Violent crime,359477,173878
Other crime,359477,173878
Anti-social behaviour,359477,173878
Anti-social behaviour,359477,173878
Anti-social behaviour,359477,173878
Anti-social behaviour,359477,173878
Anti-social behaviour,356966,172471
Anti-social behaviour,356966,172471
Burglary,366253,171594
Other crime,332459,161273
Other crime,332459,161273
Other crime,332459,161273
Anti-social behaviour,332459,161273
Anti-social behaviour,332459,161273
Anti-social behaviour,332459,161273
Other crime,361832,182096
Other crime,361832,182096
Other crime,361832,182096
Anti-social behaviour,361832,182096
Anti-social behaviour,344062,175711
Anti-social behaviour,363605,176533
Other crime,357972,169024
Other crime,377470,146544
Anti-social behaviour,377470,146544
Other crime,359237,122371
Other crime,363019,180745
Violent crime,348680,137105
Violent crime,348680,137105
Burglary,348680,137105
Anti-social behaviour,348680,137105
Other crime,361402,176248
Anti-social behaviour,298241,145309
Anti-social behaviour,298241,145309
Anti-social behaviour,298241,145309
Violent crime,361451,181071
Other crime,381563,168417
Violent crime,321007,125763
Burglary,334909,134636
Anti-social behaviour,334909,134636
Violent crime,359541,167628
Anti-social behaviour,359541,167628
Anti-social behaviour,359541,167628
Other crime,361696,142994
Other crime,361696,142994
Other crime,334166,161591
Burglary,334166,161591
Other crime,332404,161256
Anti-social behaviour,332404,161256
Other crime,360144,176941
Anti-social behaviour,377986,147415
Anti-social behaviour,377986,147415
Anti-social behaviour,377986,147415
Anti-social behaviour,372859,164938
Anti-social behaviour,372859,164938
Anti-social behaviour,372859,164938
Anti-social behaviour,372859,164938
Anti-social behaviour,372859,164938
Anti-social behaviour,336620,164160
Burglary,322148,129598
Violent crime,363415,175100
Robbery,363415,175100
Other crime,363415,175100
Anti-social behaviour,342658,165643
Anti-social behaviour,342658,165643
Other crime,313701,120802
Violent crime,358496,173118
Anti-social behaviour,358496,173118
Anti-social behaviour,358496,173118
Other crime,358473,173090
Other crime,358473,173090
Anti-social behaviour,358473,173090
Anti-social behaviour,358473,173090
Anti-social behaviour,362574,175517
Other crime,352028,175872
Other crime,352051,176150
Burglary,361244,170765
Anti-social behaviour,361244,170765
Vehicle crime,358602,175283
Other crime,358602,175283
Other crime,371141,172744
Anti-social behaviour,371141,172744
Anti-social behaviour,371141,172744
Other crime,359920,174267
Burglary,359920,174267
Anti-social behaviour,359920,174267
Other crime,375715,166018
Other crime,375715,166018
Other crime,375715,166018
Other crime,375715,166018
Other crime,375715,166018
Violent crime,375715,166018
Other crime,375715,166018
Other crime,375715,166018
Other crime,375715,166018
Other crime,375715,166018
Other crime,364844,173926
Other crime,364844,173926
Other crime,364844,173926
Burglary,364844,173926
Anti-social behaviour,364844,173926
Anti-social behaviour,364844,173926
Anti-social behaviour,364844,173926
Other crime,354861,170602
Anti-social behaviour,366332,171294
Anti-social behaviour,377770,147250
Anti-social behaviour,308079,141615
Other crime,366271,176256
Anti-social behaviour,308037,141260
Anti-social behaviour,308037,141260
Other crime,371722,164352
Violent crime,371722,164352
Other crime,371722,164352
Other crime,371722,164352
Burglary,371722,164352
Vehicle crime,361875,143833
Burglary,361875,143833
Anti-social behaviour,361875,143833
Anti-social behaviour,361875,143833
Anti-social behaviour,361875,143833
Anti-social behaviour,356007,116647
Violent crime,336576,163726
Other crime,372387,149148
Other crime,372387,149148
Anti-social behaviour,372387,149148
Other crime,370426,181639
Anti-social behaviour,370426,181639
Other crime,358775,177640
Other crime,358775,177640
Anti-social behaviour,358775,177640
Anti-social behaviour,358775,177640
Anti-social behaviour,358775,177640
Anti-social behaviour,358775,177640
Anti-social behaviour,358775,177640
Other crime,313858,120937
Anti-social behaviour,313858,120937
Anti-social behaviour,313858,120937
Anti-social behaviour,313858,120937
Other crime,358904,176081
Other crime,359978,182075
Anti-social behaviour,331171,137011
Other crime,332049,161757
Anti-social behaviour,332049,161757
Anti-social behaviour,332049,161757
Anti-social behaviour,359619,167674
Anti-social behaviour,359619,167674
Anti-social behaviour,359619,167674
Other crime,363198,170857
Other crime,332808,159864
Anti-social behaviour,332808,159864
Anti-social behaviour,332808,159864
Anti-social behaviour,332808,159864
Other crime,356826,178654
Other crime,356826,178654
Other crime,373920,164687
Other crime,373920,164687
Other crime,357822,178207
Other crime,357822,178207
Violent crime,357822,178207
Anti-social behaviour,357822,178207
Anti-social behaviour,357822,178207
Other crime,365438,173878
Other crime,365438,173878
Anti-social behaviour,365438,173878
Anti-social behaviour,366394,176033
Anti-social behaviour,366394,176033
Anti-social behaviour,331054,149169
Other crime,367647,171536
Anti-social behaviour,367647,171536
Violent crime,356853,179550
Other crime,366297,158386
Robbery,374992,164597
Other crime,374992,164597
Violent crime,374992,164597
Other crime,374992,164597
Anti-social behaviour,374992,164597
Anti-social behaviour,374992,164597
Violent crime,373383,164820
Other crime,374454,164492
Other crime,374454,164492
Anti-social behaviour,347205,177010
Other crime,359419,173212
Other crime,359419,173212
Other crime,359419,173212
Other crime,359419,173212
Anti-social behaviour,359419,173212
Anti-social behaviour,367150,181098
Other crime,364165,172400
Violent crime,364165,172400
Violent crime,359692,174488
Anti-social behaviour,359692,174488
Robbery,358523,173237
Vehicle crime,358523,173237
Vehicle crime,358523,173237
Vehicle crime,358523,173237
Other crime,358523,173237
Other crime,358523,173237
Other crime,331768,161864
Violent crime,331768,161864
Other crime,331768,161864
Other crime,331768,161864
Burglary,331768,161864
Burglary,331768,161864
Other crime,365989,173135
Violent crime,365989,173135
Burglary,359650,167483
Other crime,364339,172574
Anti-social behaviour,352803,177358
Anti-social behaviour,360762,179641
Anti-social behaviour,360762,179641
Anti-social behaviour,349496,117518
Anti-social behaviour,349496,117518
Other crime,377423,148804
Anti-social behaviour,377423,148804
Vehicle crime,377533,147155
Other crime,377533,147155
Vehicle crime,377533,147155
Other crime,357362,179130
Other crime,357362,179130
Anti-social behaviour,357362,179130
Anti-social behaviour,340101,170892
Other crime,358175,172620
Violent crime,358175,172620
Violent crime,322784,124752
Violent crime,322784,124752
Violent crime,322784,124752
Anti-social behaviour,322784,124752
Anti-social behaviour,322784,124752
Anti-social behaviour,322784,124752
Anti-social behaviour,371353,183849
Anti-social behaviour,334332,163788
Anti-social behaviour,334332,163788
Anti-social behaviour,340736,171074
Burglary,353193,116381
Anti-social behaviour,334545,141680
Anti-social behaviour,357444,171921
Violent crime,364402,175838
Burglary,364402,175838
Anti-social behaviour,364402,175838
Anti-social behaviour,363025,175561
Anti-social behaviour,363025,175561
Anti-social behaviour,363025,175561
Burglary,380418,154007
Other crime,380418,154007
Other crime,332920,121247
Vehicle crime,375319,150791
Violent crime,346874,113678
Other crime,373841,175642
Violent crime,344487,112353
Anti-social behaviour,350071,139861
Other crime,357259,117144
Other crime,357259,117144
Anti-social behaviour,357259,117144
Other crime,330881,136705
Other crime,332672,158791
Other crime,360384,168790
Anti-social behaviour,360384,168790
Burglary,357902,174846
Anti-social behaviour,359298,177970
Anti-social behaviour,358028,168404
Other crime,357547,171007
Violent crime,357547,171007
Anti-social behaviour,357547,171007
Anti-social behaviour,357547,171007
Anti-social behaviour,323271,126890
Anti-social behaviour,364631,168107
Anti-social behaviour,364631,168107
Burglary,330224,135780
Other crime,360420,177306
Violent crime,360420,177306
Anti-social behaviour,360420,177306
Anti-social behaviour,360420,177306
Burglary,360960,170957
Violent crime,358805,170355
Anti-social behaviour,358805,170355
Anti-social behaviour,358805,170355
Anti-social behaviour,358805,170355
Anti-social behaviour,358805,170355
Anti-social behaviour,323862,126658
Burglary,360878,173918
Vehicle crime,357238,116733
Other crime,358497,170514
Other crime,358497,170514
Violent crime,358746,178095
Violent crime,358746,178095
Violent crime,358746,178095
Burglary,358746,178095
Anti-social behaviour,358746,178095
Anti-social behaviour,358302,171780
Anti-social behaviour,358302,171780
Anti-social behaviour,358302,171780
Other crime,343770,109583
Anti-social behaviour,343770,109583
Anti-social behaviour,343770,109583
Other crime,335483,163822
Other crime,335483,163822
Burglary,373287,163989
Anti-social behaviour,373287,163989
Other crime,373322,164045
Other crime,373913,161957
Anti-social behaviour,341995,157218
Other crime,349811,149555
Anti-social behaviour,375433,164026
Anti-social behaviour,375433,164026
Other crime,375358,163561
Other crime,375358,163561
Other crime,375358,163561
Anti-social behaviour,375358,163561
Violent crime,361796,173704
Vehicle crime,361796,173704
Anti-social behaviour,361796,173704
Anti-social behaviour,357715,167695
Vehicle crime,373398,164507
Vehicle crime,373398,164507
Vehicle crime,332086,159822
Anti-social behaviour,373060,166481
Anti-social behaviour,373060,166481
Anti-social behaviour,373060,166481
Anti-social behaviour,323248,126152
Anti-social behaviour,323248,126152
Violent crime,323440,126876
Burglary,323238,126205
Burglary,323238,126205
Other crime,323238,126205
Other crime,323238,126205
Other crime,323238,126205
Anti-social behaviour,323238,126205
Anti-social behaviour,323238,126205
Anti-social behaviour,323238,126205
Anti-social behaviour,323238,126205
Anti-social behaviour,323238,126205
Violent crime,323353,126141
Violent crime,323129,126215
Other crime,323129,126215
Anti-social behaviour,323129,126215
Anti-social behaviour,323129,126215
Anti-social behaviour,359999,174892
Anti-social behaviour,361476,173674
Anti-social behaviour,361476,173674
Vehicle crime,330650,148738
Other crime,330650,148738
Burglary,358661,170540
Burglary,358661,170540
Burglary,358661,170540
Burglary,358661,170540
Anti-social behaviour,358661,170540
Anti-social behaviour,358661,170540
Anti-social behaviour,358661,170540
Anti-social behaviour,358661,170540
Anti-social behaviour,358661,170540
Violent crime,361593,173656
Violent crime,361593,173656
Violent crime,372622,163638
Anti-social behaviour,360443,177676
Other crime,376491,163820
Anti-social behaviour,376491,163820
Violent crime,358595,167126
Other crime,333391,160276
Other crime,333391,160276
Other crime,333391,160276
Other crime,333391,160276
Anti-social behaviour,333391,160276
Anti-social behaviour,333391,160276
Anti-social behaviour,333391,160276
Anti-social behaviour,333391,160276
Anti-social behaviour,333391,160276
Anti-social behaviour,333391,160276
Other crime,356969,179265
Violent crime,356969,179265
Other crime,356969,179265
Anti-social behaviour,357039,179227
Anti-social behaviour,357030,179158
Anti-social behaviour,357030,179158
Anti-social behaviour,360671,178863
Anti-social behaviour,339488,170562
Anti-social behaviour,339488,170562
Anti-social behaviour,339488,170562
Other crime,353097,175554
Burglary,331028,162198
Anti-social behaviour,340720,171322
Other crime,365043,172714
Anti-social behaviour,336270,163377
Anti-social behaviour,349817,138612
Anti-social behaviour,349817,138612
Anti-social behaviour,349817,138612
Anti-social behaviour,349817,138612
Anti-social behaviour,349817,138612
Anti-social behaviour,349817,138612
Vehicle crime,349898,138748
Anti-social behaviour,349898,138748
Anti-social behaviour,349898,138748
Anti-social behaviour,349898,138748
Anti-social behaviour,349898,138748
Anti-social behaviour,349898,138748
Anti-social behaviour,349898,138748
Anti-social behaviour,349898,138748
Anti-social behaviour,361082,167781
Anti-social behaviour,336076,162090
Burglary,362145,184380
Anti-social behaviour,362145,184380
Other crime,368038,154040
Anti-social behaviour,368038,154040
Anti-social behaviour,368038,154040
Anti-social behaviour,368038,154040
Anti-social behaviour,364160,172823
Other crime,358936,167335
Other crime,358936,167335
Other crime,358936,167335
Other crime,358936,167335
Other crime,358936,167335
Anti-social behaviour,358936,167335
Vehicle crime,359559,171284
Violent crime,359559,171284
Other crime,335048,158777
Anti-social behaviour,335048,158777
Burglary,325909,139276
Vehicle crime,343740,142198
Vehicle crime,367545,176023
Anti-social behaviour,367545,176023
Anti-social behaviour,347570,167137
Other crime,341828,137937
Violent crime,357410,182159
Violent crime,357410,182159
Burglary,357410,182159
Other crime,461832,419484
Anti-social behaviour,371065,180905
Vehicle crime,363062,173974
Other crime,372104,181889
Violent crime,362690,174329
Burglary,332363,160134
Burglary,322874,125586
Violent crime,353756,177393
Other crime,353756,177393
Burglary,353756,177393
Other crime,353756,177393
Burglary,353756,177393
Burglary,331320,162042
Anti-social behaviour,331320,162042
Anti-social behaviour,331320,162042
Anti-social behaviour,331320,162042
Other crime,331279,162103
Anti-social behaviour,331279,162103
Anti-social behaviour,316797,127492
Burglary,366391,123117
Other crime,373973,158374
Other crime,373973,158374
Other crime,373973,158374
Burglary,373973,158374
Anti-social behaviour,373973,158374
Other crime,349688,139342
Anti-social behaviour,349688,139342
Other crime,332242,107902
Other crime,332242,107902
Violent crime,370112,154761
Anti-social behaviour,370112,154761
Anti-social behaviour,351134,147653
Anti-social behaviour,359378,177103
Anti-social behaviour,359378,177103
Other crime,322063,124070
Anti-social behaviour,322063,124070
Violent crime,332194,108125
Anti-social behaviour,332847,105803
Anti-social behaviour,361834,181939
Other crime,377354,146769
Other crime,366348,175866
Anti-social behaviour,366348,175866
Anti-social behaviour,366348,175866
Other crime,349920,139308
Other crime,343471,148010
Other crime,370116,154617
Other crime,370116,154617
Violent crime,370116,154617
Violent crime,370116,154617
Anti-social behaviour,370116,154617
Anti-social behaviour,370116,154617
Burglary,372602,165859
Vehicle crime,361033,186513
Burglary,361033,186513
Other crime,367142,119058
Other crime,355343,115739
Anti-social behaviour,355343,115739
Other crime,366330,167212
Other crime,333915,137681
Violent crime,370214,154599
Anti-social behaviour,363032,176093
Anti-social behaviour,363032,176093
Other crime,330574,149341
Other crime,330574,149341
Other crime,330574,149341
Anti-social behaviour,330574,149341
Anti-social behaviour,330574,149341
Anti-social behaviour,330574,149341
Anti-social behaviour,330574,149341
Burglary,373042,166218
Anti-social behaviour,344097,108515
Burglary,329563,152500
Burglary,329563,152500
Burglary,352224,171492
Other crime,352224,171492
Violent crime,323108,124359
Anti-social behaviour,323108,124359
Violent crime,358012,170642
Burglary,358012,170642
Anti-social behaviour,358012,170642
Vehicle crime,341072,170920
Anti-social behaviour,341072,170920
Anti-social behaviour,341072,170920
Other crime,313462,120298
Other crime,313462,120298
Other crime,313462,120298
Other crime,313462,120298
Other crime,313462,120298
Anti-social behaviour,313462,120298
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Violent crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Violent crime,375246,164485
Violent crime,375246,164485
Violent crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Violent crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Violent crime,375246,164485
Violent crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Other crime,375246,164485
Anti-social behaviour,375246,164485
Anti-social behaviour,375246,164485
Anti-social behaviour,375246,164485
Anti-social behaviour,375246,164485
Anti-social behaviour,375246,164485
Anti-social behaviour,375246,164485
Anti-social behaviour,375246,164485
Anti-social behaviour,375246,164485
Anti-social behaviour,375246,164485
Anti-social behaviour,375246,164485
